Date,Close
1/11/2010,1.611291885
1/12/2010,1.615169644
1/13/2010,1.628611445
1/14/2010,1.633399844
1/15/2010,1.626995087
1/18/2010,1.635296345
1/19/2010,1.635670662
1/20/2010,1.629805923
1/21/2010,1.620509148
1/22/2010,1.611006498
1/25/2010,1.625012159
1/26/2010,1.614700198
1/27/2010,1.617808819
1/28/2010,1.614309311
1/29/2010,1.598490953
2/1/2010,1.595252514
2/2/2010,1.599206805
2/3/2010,1.592001796
2/4/2010,1.576988578
2/5/2010,1.565802813
2/8/2010,1.557608247
2/9/2010,1.569390655
2/10/2010,1.561207175
2/11/2010,1.570203781
2/12/2010,1.569809437
2/15/2010,1.566710591
2/16/2010,1.57900548
2/17/2010,1.568209291
2/18/2010,1.54230547
2/19/2010,1.546407819
2/22/2010,1.548658848
2/23/2010,1.544592381
2/24/2010,1.541710973
2/25/2010,1.524390221
2/26/2010,1.523902416
3/1/2010,1.497880578
3/2/2010,1.50281024
3/3/2010,1.510300279
3/4/2010,1.503601074
3/5/2010,1.513294339
3/8/2010,1.504189134
3/9/2010,1.501636863
3/10/2010,1.497006059
3/11/2010,1.507204533
3/12/2010,1.521606922
3/15/2010,1.505434513
3/16/2010,1.523693442
3/17/2010,1.531792283
3/18/2010,1.525366902
3/19/2010,1.501794577
3/22/2010,1.510802269
3/23/2010,1.502133012
3/24/2010,1.489891052
3/25/2010,1.484494448
3/26/2010,1.489802241
3/29/2010,1.498194695
3/30/2010,1.507408977
3/31/2010,1.518372416
4/1/2010,1.529192209
4/2/2010,1.521005154
4/5/2010,1.529800415
4/6/2010,1.527090549
4/7/2010,1.524204373
4/8/2010,1.528304219
4/9/2010,1.53699553
4/12/2010,1.537397265
4/13/2010,1.537775397
4/14/2010,1.547221184
4/15/2010,1.546551228
4/16/2010,1.536405087
4/19/2010,1.533530593
4/20/2010,1.536381602
4/21/2010,1.541330814
4/22/2010,1.537397265
4/23/2010,1.538201213
4/26/2010,1.546790481
4/27/2010,1.524762154
4/28/2010,1.520426869
4/29/2010,1.535602927
4/30/2010,1.530011058
5/3/2010,1.524924874
5/4/2010,1.51279068
5/5/2010,1.509798646
5/6/2010,1.486392021
5/7/2010,1.478305817
5/10/2010,1.48619318
5/11/2010,1.492091894
5/12/2010,1.483701468
5/13/2010,1.461390138
5/14/2010,1.453805327
5/17/2010,1.448016286
5/18/2010,1.429674268
5/19/2010,1.44167006
5/20/2010,1.434843779
5/21/2010,1.44810009
5/24/2010,1.440901399
5/25/2010,1.441503763
5/26/2010,1.438393593
5/27/2010,1.456049204
5/28/2010,1.445295572
5/31/2010,1.45220077
6/1/2010,1.466705799
6/2/2010,1.465008259
6/3/2010,1.463400364
6/4/2010,1.445797086
6/7/2010,1.447408438
6/8/2010,1.444898844
6/9/2010,1.454799294
6/10/2010,1.470847726
6/11/2010,1.455201626
6/14/2010,1.473600388
6/15/2010,1.479990602
6/16/2010,1.473600388
6/17/2010,1.481591225
6/18/2010,1.482997417
6/21/2010,1.475992918
6/22/2010,1.482008457
6/23/2010,1.496804357
6/24/2010,1.493205905
6/25/2010,1.506795645
6/28/2010,1.509889841
6/29/2010,1.505343914
6/30/2010,1.494433284
7/1/2010,1.516576171
7/2/2010,1.520496368
7/5/2010,1.513202667
7/6/2010,1.514394283
7/7/2010,1.517842293
7/8/2010,1.515495896
7/9/2010,1.506795645
7/12/2010,1.502403855
7/13/2010,1.51851058
7/14/2010,1.526810884
7/15/2010,1.544306159
7/16/2010,1.530690312
7/19/2010,1.522556663
7/20/2010,1.52872479
7/21/2010,1.518395305
7/22/2010,1.527207255
7/23/2010,1.543900728
7/26/2010,1.54899466
7/27/2010,1.558797836
7/28/2010,1.559405565
7/29/2010,1.561231613
7/30/2010,1.568799734
8/2/2010,1.588991523
8/3/2010,1.594591141
8/4/2010,1.594591141
8/5/2010,1.589193463
8/6/2010,1.589142919
8/9/2010,1.597801447
8/10/2010,1.590609074
8/11/2010,1.585791349
8/12/2010,1.563281536
8/13/2010,1.558773637
8/16/2010,1.560305834
8/17/2010,1.564602375
8/18/2010,1.55780232
8/19/2010,1.559892058
8/20/2010,1.557705283
8/23/2010,1.554508924
8/24/2010,1.54961884
8/25/2010,1.54109323
8/26/2010,1.547221184
8/27/2010,1.551999688
8/30/2010,1.553398013
8/31/2010,1.54659903
9/1/2010,1.534990072
9/2/2010,1.544807196
9/3/2010,1.539598465
9/6/2010,1.54499805
9/7/2010,1.539503694
9/8/2010,1.534872293
9/9/2010,1.547388792
9/10/2010,1.542590976
9/13/2010,1.537090063
9/14/2010,1.542805195
9/15/2010,1.553398013
9/16/2010,1.563403845
9/17/2010,1.562817454
9/20/2010,1.564602375
9/21/2010,1.554823041
9/22/2010,1.561694741
9/23/2010,1.564602375
9/24/2010,1.56788969
9/27/2010,1.583105087
9/28/2010,1.581002712
9/29/2010,1.580303073
9/30/2010,1.579579234
10/1/2010,1.571659803
10/4/2010,1.582003117
10/5/2010,1.582428694
10/6/2010,1.589142919
10/7/2010,1.586495757
10/8/2010,1.58800745
10/11/2010,1.594870925
10/12/2010,1.589294553
10/13/2010,1.58110261
10/14/2010,1.590507865
10/15/2010,1.600640178
10/18/2010,1.597903609
10/19/2010,1.589395523
10/20/2010,1.570302367
10/21/2010,1.58450985
10/22/2010,1.571190596
10/25/2010,1.56788969
10/26/2010,1.570968509
10/27/2010,1.585012197
10/28/2010,1.577411532
10/29/2010,1.577411532
11/1/2010,1.604801536
11/2/2010,1.605987191
11/3/2010,1.603232026
11/4/2010,1.610695004
11/5/2010,1.627604127
11/8/2010,1.620955706
11/9/2010,1.611629486
11/10/2010,1.600000024
11/11/2010,1.612227082
11/12/2010,1.610565424
11/15/2010,1.612903237
11/16/2010,1.60431242
11/17/2010,1.588713765
11/18/2010,1.592103243
11/19/2010,1.605188012
11/22/2010,1.600435257
11/23/2010,1.594667435
11/24/2010,1.580502987
11/25/2010,1.57900548
11/26/2010,1.575969577
11/29/2010,1.559016466
11/30/2010,1.555621147
12/1/2010,1.556807876
12/2/2010,1.561036468
12/3/2010,1.559089541
12/6/2010,1.576789737
12/7/2010,1.570869803
12/8/2010,1.575324059
12/9/2010,1.579653978
12/10/2010,1.577510953
12/13/2010,1.579903603
12/14/2010,1.5861938
12/15/2010,1.576391935
12/16/2010,1.556081176
12/17/2010,1.563281536
12/20/2010,1.551301479
12/21/2010,1.55082047
12/22/2010,1.54659903
12/23/2010,1.540404797
12/24/2010,1.544640064
12/27/2010,1.541378379
12/28/2010,1.544210672
12/29/2010,1.535579324
12/30/2010,1.550195336
12/31/2010,1.543710113
1/3/2011,1.557244301
1/4/2011,1.548970699
1/5/2011,1.559794664
1/6/2011,1.551205277
1/7/2011,1.545093536
1/10/2011,1.55400157
1/11/2011,1.558992386
1/12/2011,1.560792923
1/13/2011,1.574927211
1/14/2011,1.584283829
1/17/2011,1.588133454
1/18/2011,1.590002179
1/19/2011,1.596296549
1/20/2011,1.597418547
1/21/2011,1.590988636
1/24/2011,1.599385738
1/25/2011,1.598644376
1/26/2011,1.582003117
1/27/2011,1.592990875
1/28/2011,1.592686296
1/31/2011,1.58292973
2/1/2011,1.60300076
2/2/2011,1.613605976
2/3/2011,1.620482922
2/4/2011,1.613449693
2/7/2011,1.609968901
2/8/2011,1.612903237
2/9/2011,1.606632113
2/10/2011,1.610150337
2/11/2011,1.60970974
2/14/2011,1.600307226
2/15/2011,1.602820992
2/16/2011,1.613657951
2/17/2011,1.609295368
2/18/2011,1.617808819
2/21/2011,1.625091434
2/22/2011,1.622797012
2/23/2011,1.616004944
2/24/2011,1.623508453
2/25/2011,1.614439607
2/28/2011,1.610046625
3/1/2011,1.627048016
3/2/2011,1.626280665
3/3/2011,1.633293033
3/4/2011,1.627445221
3/7/2011,1.6268363
3/8/2011,1.619852901
3/9/2011,1.616344452
3/10/2011,1.620010376
3/11/2011,1.606606245
3/14/2011,1.607148647
3/15/2011,1.61720705
3/16/2011,1.607200265
3/17/2011,1.599130154
3/18/2011,1.614335418
3/21/2011,1.62229681
3/22/2011,1.630869031
3/23/2011,1.636018515
3/24/2011,1.624906659
3/25/2011,1.612201095
3/28/2011,1.600409627
3/29/2011,1.599078894
3/30/2011,1.600998998
3/31/2011,1.607406855
4/1/2011,1.603412151
4/4/2011,1.612071157
